,Short,Long,Rating
6095,"Substandard product, designed to fool the customer!","The build quality is not the best in the market. The plastics used in the mixer makes you feel it as of below average quality but not the worst. I got this for ₹2,973. For this price you are getting features like a Juicer Jar and an extra mixer jar. So cannot complain much. Considering the price, you are getting good product. Buy this only if you compromise on the build quality and want the extra jar and juicer.

I have given four stars because of the below average build quality. Meanwhile none of the body/part/jar has broken till now. Everything is fine. But they may break if used roughly.

If build quality is the highest priority, then it is not for you..",1
6096,Overall quality of the product,When I went to the thorough research in Google or in you tube I found this product finally and Amazon offering it in best price and in offer of discount too.... After receiving the product I could feel the class and look and the quality... But for each and every product there is a bad review but I thought to give a try it's really cool one... No worries whatever it is Amazon will help with in the return window... After that we can claim warranty.... So based on that thought I purchased this one... Really a cool one people.. just buy this one if you really loves it...,3
6097,Prestige do not recognise online sales on AMAZON. They claim it to be fake.,"Bought this for 3,463₹ a week ago. It's a good mixer grinder. Good capacity of all the jar. But the blades are very low. And not the sharpest. Therefore it takes longer to grind stuff. That's a big minus point. There are better mixer grinder in same price . I am sure. While I was searching, I found that in comparison from others, more people have bought this particular one. I don't know if they are also facing the same problem. I wouldn't say, it's bad but it's neither best. The blades must have been sharper.",1
6098,It's nt working within 2 months of purchase. Highly disappointed,"I am using it for about an year. The noise is unbearable. If you start the mixer at night, it will definitely scare the people around you. One time the plastic couplers in the jar and motor joined together with the heat produced. I had to use some tools to remove the jar from the motor. The material quality is very poor. The grinding is also very poor. The blades are of no use. I bought this product since it was a product of prestige which I believed makes quality products. Within a year I had to replace a bush and 3 plastic couplers . Terrible product. Please don't buy.",1
6099,Very waste product of prestigious prestige product... Not worth for -(negative) rating also,"Product is good, but motor sound is unbearable. While purchasing the mixer they mentioned in the description that sound is 80-90 percent low I believe. But when I started to use motor sound was very high and unbearable. I think motor is not in good condition or not a good quality. Later on when I checked with TTK they said it is 750 watts heavy duty motor and sound will be there for some days.later on it will decrease",1
6100,Switch broke within 6 months,"I am giving the revive after 1 month

1. Mixer grinder

🍉 Good things

a. The mixer grinder is very small

b. The mixer grinder is powerful💪

🍉 Bad things

No bad things

2. 1.5 litre juicer jar

🍉 Good things

a. The juicer jar is good for pomegranate, orange, mosambi

🍉 Bad things

a. It is not good for apple

3. 1.5 litre wet jar

It is good for all of things

4. 1.0 litre dry jar

It is good for all of things

5. 300 ml chutney jar

It is good for all things

So the prestige iris mixer grinder 750 watt is very nice

Value for money
Value for money
Value for money
Value for money
Value for money",3
6101,Recommended for Daily Use,"On the same day when it was delivered the it ran for a while when i was using it for first time, but in between it stopped and didn't turn on since.
It couldn't even handle blending of tomatoes then I don't know what it is meant for. Pathetic product from Prestige.",4
6102,Satisfied but not fully,"Been using it for over 3 months and I will admit that it has made my life really easy. I usually prepare food at home and take to office for health reasons and this mixie sets caters to all my needs.

It has a juicer with strainer, wet grinder, dry grinder and a chutney grinder. All of them work very well. A little noisy but I am satisfied as I have faced no issues till now.",4
6103,Not very satisfactory,"Bought the product. It was faulty. Too much noise since some parts were faulty. Requested a return but they only had replacement option. Got a replacement product. Within a month same problem started again (we are just two people in the house so usage is to that extent)
Now I don't have an option to return or replace.
Every penny spent on this item wasted.
Will have to get a new one.",1
6104,Replacement of Prestige mixer,"We use prestige kitchen ware mostly in kitchen. Gas stove, induction cooktop, cookware etc. They work well. So I ordered this mixer. The performance is not at all upto the mark of prestige products . Generally prestige products work well with no complaints. But this is not at all grinding well. Probably the other model may work well. But I have not tried. I returned this product and got another one of different brand from a retailer.",1
