,Short,Long,Rating
2326,iPhone 11 is a flagship & more!,"Spectacular!

Positive:-
1.Battery- 7:30-8 hrs screen time which is great easily lasting a day & more.12 watt charger(bought separately) charges to 70% in 1 hour,so good.

2.iOS.iOs.iOS.if u hav an iPad/Mac life will be easier with an iPhone.

3.Camera:- good.Honestly I expected more.Portrait mode is great.Nightscape is yet to be tested.Best video camera.

4.Performance:-
A13 Bionic chipset.4gb ram. Enuf said.throw anything-iPhone 11 will do it with ease.

5.Future updates

Negatives:-

1.Bulky & display:
The phone really feels heavy & with the lcd notch panel,it is highly unsuitable for binge watching.The wired EarPods is odd & doesn’t help either.",5
11355,Hated it!,It lasted for max 10 days and then the worst part is customer service,1
477,bOAt basshead 900 Head Phone Pains Ear Lobble,After wearing 1 hr or more there is pain in ear lobble. It means it's ear cushions are poor so overall product rating poor. Only 7-days review time is very less ...probably they know the issues so review time placed very less.,1
7859,Best for beginners,Perfect for intraoral photography,5
11960,Horrible,The worst kind is earphones. Everyone is requested not to buy these earphones. Its content is very poor. Its original cost is 50-60 rupees.,1
14711,Nice,Nice,3
16722,Wonderful,Good,4
8331,Value for money,"So I'm using theis monitor for 2 days.. the good thing is that it's very slim and it has wall mount. I would prefer you guys to go for wall mount as the monitor stan is not very good it shakes too much even the slightest vibration in the desk makes it shake so if you don't like shakey monitor while gaming i would suggest use a wall mount. Overall it's best in this price range comes with AMD FREESYNC, if you have AMD gpu go for it. Nvidia users sadly this is not for you guys.. :)",4
8231,prime customer review,Please don't buy lg 22mp68vq because 1st time i got defective product which have dead pixel 1 coming on 3rd day and also so much bleeding on top and bottom. 2nd product comes with top left hand side bleeding only. But i accepted then after 15 days i realized that half side left is white but half right side is yellowish it's affect only on white background. Picture quality is average. Don't go with reviews also on youtube like IG that's why am regretting my purchase.,5
18276,Slightly disappointed,"This is not for health issues ,bp and other parameters , if you measure 3 times then you have three results with same person,
Also notification deley very much
At a time you can check mobile notification in mobile , till notification comes to you watch ..
If you using only as a activities tracker
Then it's ok ok.",2
164,Poor or bad design,"Pros:
Sound quality is really good.
Material quality is good.

Cons:
Poor or bad design, you can tilt and twist the speakers because of its design.
So, one of the speaker got detached from the headset.
Now, we cannot use it though it works properly.
Not so durable, because of bad design.",3
8135,Best Gaming Monitor under 10k,"Product is good. But after 2months of purchase my monitor is showing vertical green line at right side. And I have to go to service center too soon. And they told they replace panel, whether I don't know they replaced panel or not. Then they called me after 3 days to take my monitor. And the problem was solved. And again after 3 months I faced same problem and took to service center they are simply saying water damage. And this won't come under warranty. And they showing only photo of monitor panel which is good. And they are telling they'll charge for that. And I never wiped my monitor with dry or wet cloth then how could this happen. And I even know that's not water damage. They simply want to charge money from me. And I'm never gonna buy any lg products anymore.one of the worst customer center is lg. Its better to go with dell monitors",5
3416,Does not work with a mac,Can't print using a mac. Making this quite redundant.,1
4708,Good Product,C Type Pendrive,5
17229,Fair,Not bad,3
6819,Value for money.,"First i buy for my sister and now for my home; working good - almost six months now.

i recommend manufacturer to change plug, it is hard for ladies to remove from some type of sockets only but another type socket is ok; otherwise it is overall product excellent.",4
19636,Does the job,One thing I realised...Smart watch is just a marketing sell... actually we no need that...if u don't want to charge it every week then go for normal good looking analogue watches for this price.. otherwise This product look like premium.,3
8061,Monitor stand is not study and very light . Cant return it.,"Best camera for learning photography, photo sharing through wifi is awesome",1
10224,Terrible product,Bad phone wastage of money camera performance very poor like older model/modern camera quality image don't buy. Loss of my money. Bakwas. Don't happy.,1
19805,Just okay,Need improvement,3
17973,Nice,Very nice,3
9549,Five Stars,Wofer sound not good. Bass is not coming good . So I returned . Previous item is good . This package wofer sound and out put quality is very low,5
6401,Very poor quality product from Prestige,"Money always matter, but in this range its best.
Oeople are giving review with some expectations. Its a budget mixture which work great for daily. Vut if you want fancy product plz purchase any higher version around 5000 or above.
Using it for long tine its great but dnt compare it with any mixture in 5000range",1
2549,Not authorised seller as per Apple do not purchase,"Bought the the phone only a couple of days ago and got a grey line on the display, checked on amazon for replacement suggests us to contact apple, after a two hour chat with Apple they stated that this seller is not an authorised apple seller. Neith Amazon or the seller takes responsibility. You rather pay the extra 3 thousand and buy it from Apple directly. As per Apple this was purchased in Japan.",1
